{'baseline-error': 0.04, 'self-trained-error': 0.026, 'p': 0.1, 'mu': 3, 'iter': 350}
{'baseline-error': 0.153, 'self-trained-error': 0.0875, 'p': 0.1, 'mu': 3, 'iter': 351}
{'baseline-error': 0.042, 'self-trained-error': 0.022, 'p': 0.1, 'mu': 3, 'iter': 352}
{'baseline-error': 0.047, 'self-trained-error': 0.0185, 'p': 0.1, 'mu': 3, 'iter': 353}
{'baseline-error': 0.055, 'self-trained-error': 0.034, 'p': 0.1, 'mu': 3, 'iter': 354}
{'baseline-error': 0.0455, 'self-trained-error': 0.0385, 'p': 0.1, 'mu': 3, 'iter': 355}
{'baseline-error': 0.03, 'self-trained-error': 0.021, 'p': 0.1, 'mu': 3, 'iter': 356}
{'baseline-error': 0.0545, 'self-trained-error': 0.021, 'p': 0.1, 'mu': 3, 'iter': 357}
{'baseline-error': 0.167, 'self-trained-error': 0.1705, 'p': 0.1, 'mu': 3, 'iter': 358}
{'baseline-error': 0.037, 'self-trained-error': 0.0285, 'p': 0.1, 'mu': 3, 'iter': 359}
{'baseline-error': 0.0515, 'self-trained-error': 0.044, 'p': 0.1, 'mu': 3, 'iter': 360}
{'baseline-error': 0.05, 'self-trained-error': 0.0215, 'p': 0.1, 'mu': 3, 'iter': 361}
{'baseline-error': 0.0365, 'self-trained-error': 0.0235, 'p': 0.1, 'mu': 3, 'iter': 362}
{'baseline-error': 0.0435, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 363}
{'baseline-error': 0.106, 'self-trained-error': 0.034, 'p': 0.1, 'mu': 3, 'iter': 364}
{'baseline-error': 0.0655, 'self-trained-error': 0.024, 'p': 0.1, 'mu': 3, 'iter': 365}
{'baseline-error': 0.0425, 'self-trained-error': 0.0145, 'p': 0.1, 'mu': 3, 'iter': 366}
{'baseline-error': 0.062, 'self-trained-error': 0.0305, 'p': 0.1, 'mu': 3, 'iter': 367}
{'baseline-error': 0.018, 'self-trained-error': 0.018, 'p': 0.1, 'mu': 3, 'iter': 368}
{'baseline-error': 0.0595, 'self-trained-error': 0.0375, 'p': 0.1, 'mu': 3, 'iter': 369}
{'baseline-error': 0.0415, 'self-trained-error': 0.029, 'p': 0.1, 'mu': 3, 'iter': 370}
{'baseline-error': 0.0555, 'self-trained-error': 0.017, 'p': 0.1, 'mu': 3, 'iter': 371}
{'baseline-error': 0.0295, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 372}
{'baseline-error': 0.071, 'self-trained-error': 0.0365, 'p': 0.1, 'mu': 3, 'iter': 373}
{'baseline-error': 0.0365, 'self-trained-error': 0.015, 'p': 0.1, 'mu': 3, 'iter': 374}
{'baseline-error': 0.0255, 'self-trained-error': 0.0155, 'p': 0.1, 'mu': 3, 'iter': 375}
{'baseline-error': 0.1455, 'self-trained-error': 0.1245, 'p': 0.1, 'mu': 3, 'iter': 376}
{'baseline-error': 0.0495, 'self-trained-error': 0.038, 'p': 0.1, 'mu': 3, 'iter': 377}
{'baseline-error': 0.026, 'self-trained-error': 0.0135, 'p': 0.1, 'mu': 3, 'iter': 378}
{'baseline-error': 0.0305, 'self-trained-error': 0.0155, 'p': 0.1, 'mu': 3, 'iter': 379}
{'baseline-error': 0.036, 'self-trained-error': 0.0235, 'p': 0.1, 'mu': 3, 'iter': 380}
{'baseline-error': 0.046, 'self-trained-error': 0.0205, 'p': 0.1, 'mu': 3, 'iter': 381}
{'baseline-error': 0.035, 'self-trained-error': 0.023, 'p': 0.1, 'mu': 3, 'iter': 382}
{'baseline-error': 0.036, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 383}
{'baseline-error': 0.0305, 'self-trained-error': 0.0195, 'p': 0.1, 'mu': 3, 'iter': 384}
{'baseline-error': 0.0535, 'self-trained-error': 0.0235, 'p': 0.1, 'mu': 3, 'iter': 385}
{'baseline-error': 0.05, 'self-trained-error': 0.0345, 'p': 0.1, 'mu': 3, 'iter': 386}
{'baseline-error': 0.0495, 'self-trained-error': 0.0255, 'p': 0.1, 'mu': 3, 'iter': 387}
{'baseline-error': 0.037, 'self-trained-error': 0.025, 'p': 0.1, 'mu': 3, 'iter': 388}
{'baseline-error': 0.0495, 'self-trained-error': 0.0165, 'p': 0.1, 'mu': 3, 'iter': 389}
{'baseline-error': 0.0545, 'self-trained-error': 0.0195, 'p': 0.1, 'mu': 3, 'iter': 390}
{'baseline-error': 0.039, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 391}
{'baseline-error': 0.0435, 'self-trained-error': 0.028, 'p': 0.1, 'mu': 3, 'iter': 392}
{'baseline-error': 0.0285, 'self-trained-error': 0.0185, 'p': 0.1, 'mu': 3, 'iter': 393}
{'baseline-error': 0.136, 'self-trained-error': 0.108, 'p': 0.1, 'mu': 3, 'iter': 394}
{'baseline-error': 0.074, 'self-trained-error': 0.0395, 'p': 0.1, 'mu': 3, 'iter': 395}
{'baseline-error': 0.048, 'self-trained-error': 0.021, 'p': 0.1, 'mu': 3, 'iter': 396}
{'baseline-error': 0.059, 'self-trained-error': 0.0265, 'p': 0.1, 'mu': 3, 'iter': 397}
{'baseline-error': 0.0415, 'self-trained-error': 0.022, 'p': 0.1, 'mu': 3, 'iter': 398}
{'baseline-error': 0.026, 'self-trained-error': 0.0205, 'p': 0.1, 'mu': 3, 'iter': 399}
