{'baseline-error': 0.024, 'self-trained-error': 0.0165, 'p': 0.20000000000000004, 'mu': 3, 'iter': 0}
{'baseline-error': 0.019, 'self-trained-error': 0.02, 'p': 0.20000000000000004, 'mu': 3, 'iter': 1}
{'baseline-error': 0.029, 'self-trained-error': 0.0215, 'p': 0.20000000000000004, 'mu': 3, 'iter': 2}
{'baseline-error': 0.025, 'self-trained-error': 0.016, 'p': 0.20000000000000004, 'mu': 3, 'iter': 3}
{'baseline-error': 0.036, 'self-trained-error': 0.0305, 'p': 0.20000000000000004, 'mu': 3, 'iter': 4}
{'baseline-error': 0.0455, 'self-trained-error': 0.021, 'p': 0.20000000000000004, 'mu': 3, 'iter': 5}
{'baseline-error': 0.037, 'self-trained-error': 0.0185, 'p': 0.20000000000000004, 'mu': 3, 'iter': 6}
{'baseline-error': 0.0175, 'self-trained-error': 0.014, 'p': 0.20000000000000004, 'mu': 3, 'iter': 7}
{'baseline-error': 0.025, 'self-trained-error': 0.0195, 'p': 0.20000000000000004, 'mu': 3, 'iter': 8}
{'baseline-error': 0.025, 'self-trained-error': 0.021, 'p': 0.20000000000000004, 'mu': 3, 'iter': 9}
{'baseline-error': 0.024, 'self-trained-error': 0.0215, 'p': 0.20000000000000004, 'mu': 3, 'iter': 10}
{'baseline-error': 0.0265, 'self-trained-error': 0.023, 'p': 0.20000000000000004, 'mu': 3, 'iter': 11}
{'baseline-error': 0.024, 'self-trained-error': 0.0195, 'p': 0.20000000000000004, 'mu': 3, 'iter': 12}
{'baseline-error': 0.02, 'self-trained-error': 0.022, 'p': 0.20000000000000004, 'mu': 3, 'iter': 13}
{'baseline-error': 0.0785, 'self-trained-error': 0.019, 'p': 0.20000000000000004, 'mu': 3, 'iter': 14}
{'baseline-error': 0.0265, 'self-trained-error': 0.021, 'p': 0.20000000000000004, 'mu': 3, 'iter': 15}
{'baseline-error': 0.0345, 'self-trained-error': 0.0265, 'p': 0.20000000000000004, 'mu': 3, 'iter': 16}
{'baseline-error': 0.019, 'self-trained-error': 0.0155, 'p': 0.20000000000000004, 'mu': 3, 'iter': 17}
{'baseline-error': 0.0445, 'self-trained-error': 0.025, 'p': 0.20000000000000004, 'mu': 3, 'iter': 18}
{'baseline-error': 0.0255, 'self-trained-error': 0.0205, 'p': 0.20000000000000004, 'mu': 3, 'iter': 19}
{'baseline-error': 0.02, 'self-trained-error': 0.021, 'p': 0.20000000000000004, 'mu': 3, 'iter': 20}
{'baseline-error': 0.052, 'self-trained-error': 0.0185, 'p': 0.20000000000000004, 'mu': 3, 'iter': 21}
{'baseline-error': 0.02, 'self-trained-error': 0.0185, 'p': 0.20000000000000004, 'mu': 3, 'iter': 22}
{'baseline-error': 0.0285, 'self-trained-error': 0.021, 'p': 0.20000000000000004, 'mu': 3, 'iter': 23}
{'baseline-error': 0.0375, 'self-trained-error': 0.0245, 'p': 0.20000000000000004, 'mu': 3, 'iter': 24}
{'baseline-error': 0.0255, 'self-trained-error': 0.0195, 'p': 0.20000000000000004, 'mu': 3, 'iter': 25}
{'baseline-error': 0.031, 'self-trained-error': 0.018, 'p': 0.20000000000000004, 'mu': 3, 'iter': 26}
{'baseline-error': 0.034, 'self-trained-error': 0.023, 'p': 0.20000000000000004, 'mu': 3, 'iter': 27}
{'baseline-error': 0.0255, 'self-trained-error': 0.024, 'p': 0.20000000000000004, 'mu': 3, 'iter': 28}
{'baseline-error': 0.026, 'self-trained-error': 0.014, 'p': 0.20000000000000004, 'mu': 3, 'iter': 29}
{'baseline-error': 0.0225, 'self-trained-error': 0.0165, 'p': 0.20000000000000004, 'mu': 3, 'iter': 30}
{'baseline-error': 0.0285, 'self-trained-error': 0.022, 'p': 0.20000000000000004, 'mu': 3, 'iter': 31}
{'baseline-error': 0.0165, 'self-trained-error': 0.015, 'p': 0.20000000000000004, 'mu': 3, 'iter': 32}
{'baseline-error': 0.019, 'self-trained-error': 0.0185, 'p': 0.20000000000000004, 'mu': 3, 'iter': 33}
{'baseline-error': 0.022, 'self-trained-error': 0.021, 'p': 0.20000000000000004, 'mu': 3, 'iter': 34}
{'baseline-error': 0.0235, 'self-trained-error': 0.022, 'p': 0.20000000000000004, 'mu': 3, 'iter': 35}
{'baseline-error': 0.0165, 'self-trained-error': 0.0165, 'p': 0.20000000000000004, 'mu': 3, 'iter': 36}
{'baseline-error': 0.046, 'self-trained-error': 0.0435, 'p': 0.20000000000000004, 'mu': 3, 'iter': 37}
{'baseline-error': 0.026, 'self-trained-error': 0.0185, 'p': 0.20000000000000004, 'mu': 3, 'iter': 38}
{'baseline-error': 0.0225, 'self-trained-error': 0.0195, 'p': 0.20000000000000004, 'mu': 3, 'iter': 39}
{'baseline-error': 0.032, 'self-trained-error': 0.023, 'p': 0.20000000000000004, 'mu': 3, 'iter': 40}
{'baseline-error': 0.0285, 'self-trained-error': 0.0215, 'p': 0.20000000000000004, 'mu': 3, 'iter': 41}
{'baseline-error': 0.021, 'self-trained-error': 0.015, 'p': 0.20000000000000004, 'mu': 3, 'iter': 42}
{'baseline-error': 0.0215, 'self-trained-error': 0.018, 'p': 0.20000000000000004, 'mu': 3, 'iter': 43}
{'baseline-error': 0.02, 'self-trained-error': 0.0185, 'p': 0.20000000000000004, 'mu': 3, 'iter': 44}
{'baseline-error': 0.0185, 'self-trained-error': 0.018, 'p': 0.20000000000000004, 'mu': 3, 'iter': 45}
{'baseline-error': 0.033, 'self-trained-error': 0.025, 'p': 0.20000000000000004, 'mu': 3, 'iter': 46}
{'baseline-error': 0.0295, 'self-trained-error': 0.017, 'p': 0.20000000000000004, 'mu': 3, 'iter': 47}
{'baseline-error': 0.027, 'self-trained-error': 0.024, 'p': 0.20000000000000004, 'mu': 3, 'iter': 48}
{'baseline-error': 0.0225, 'self-trained-error': 0.016, 'p': 0.20000000000000004, 'mu': 3, 'iter': 49}
