{'baseline-error': 0.123, 'self-trained-error': 0.124, 'p': 0.25000000000000006, 'mu': 2, 'iter': 250}
{'baseline-error': 0.0845, 'self-trained-error': 0.076, 'p': 0.25000000000000006, 'mu': 2, 'iter': 251}
{'baseline-error': 0.106, 'self-trained-error': 0.1, 'p': 0.25000000000000006, 'mu': 2, 'iter': 252}
{'baseline-error': 0.126, 'self-trained-error': 0.106, 'p': 0.25000000000000006, 'mu': 2, 'iter': 253}
{'baseline-error': 0.0985, 'self-trained-error': 0.0865, 'p': 0.25000000000000006, 'mu': 2, 'iter': 254}
{'baseline-error': 0.1005, 'self-trained-error': 0.095, 'p': 0.25000000000000006, 'mu': 2, 'iter': 255}
{'baseline-error': 0.1045, 'self-trained-error': 0.0885, 'p': 0.25000000000000006, 'mu': 2, 'iter': 256}
{'baseline-error': 0.1, 'self-trained-error': 0.094, 'p': 0.25000000000000006, 'mu': 2, 'iter': 257}
{'baseline-error': 0.087, 'self-trained-error': 0.0865, 'p': 0.25000000000000006, 'mu': 2, 'iter': 258}
{'baseline-error': 0.082, 'self-trained-error': 0.0795, 'p': 0.25000000000000006, 'mu': 2, 'iter': 259}
{'baseline-error': 0.094, 'self-trained-error': 0.0915, 'p': 0.25000000000000006, 'mu': 2, 'iter': 260}
{'baseline-error': 0.0965, 'self-trained-error': 0.093, 'p': 0.25000000000000006, 'mu': 2, 'iter': 261}
{'baseline-error': 0.0945, 'self-trained-error': 0.0925, 'p': 0.25000000000000006, 'mu': 2, 'iter': 262}
{'baseline-error': 0.0975, 'self-trained-error': 0.0975, 'p': 0.25000000000000006, 'mu': 2, 'iter': 263}
{'baseline-error': 0.105, 'self-trained-error': 0.0805, 'p': 0.25000000000000006, 'mu': 2, 'iter': 264}
{'baseline-error': 0.0995, 'self-trained-error': 0.0985, 'p': 0.25000000000000006, 'mu': 2, 'iter': 265}
{'baseline-error': 0.1175, 'self-trained-error': 0.098, 'p': 0.25000000000000006, 'mu': 2, 'iter': 266}
{'baseline-error': 0.119, 'self-trained-error': 0.1125, 'p': 0.25000000000000006, 'mu': 2, 'iter': 267}
{'baseline-error': 0.126, 'self-trained-error': 0.1145, 'p': 0.25000000000000006, 'mu': 2, 'iter': 268}
{'baseline-error': 0.089, 'self-trained-error': 0.087, 'p': 0.25000000000000006, 'mu': 2, 'iter': 269}
{'baseline-error': 0.091, 'self-trained-error': 0.088, 'p': 0.25000000000000006, 'mu': 2, 'iter': 270}
{'baseline-error': 0.096, 'self-trained-error': 0.089, 'p': 0.25000000000000006, 'mu': 2, 'iter': 271}
{'baseline-error': 0.106, 'self-trained-error': 0.089, 'p': 0.25000000000000006, 'mu': 2, 'iter': 272}
{'baseline-error': 0.1145, 'self-trained-error': 0.0985, 'p': 0.25000000000000006, 'mu': 2, 'iter': 273}
{'baseline-error': 0.0865, 'self-trained-error': 0.084, 'p': 0.25000000000000006, 'mu': 2, 'iter': 274}
{'baseline-error': 0.095, 'self-trained-error': 0.091, 'p': 0.25000000000000006, 'mu': 2, 'iter': 275}
{'baseline-error': 0.083, 'self-trained-error': 0.083, 'p': 0.25000000000000006, 'mu': 2, 'iter': 276}
{'baseline-error': 0.101, 'self-trained-error': 0.0985, 'p': 0.25000000000000006, 'mu': 2, 'iter': 277}
{'baseline-error': 0.124, 'self-trained-error': 0.1105, 'p': 0.25000000000000006, 'mu': 2, 'iter': 278}
{'baseline-error': 0.099, 'self-trained-error': 0.097, 'p': 0.25000000000000006, 'mu': 2, 'iter': 279}
{'baseline-error': 0.097, 'self-trained-error': 0.0875, 'p': 0.25000000000000006, 'mu': 2, 'iter': 280}
{'baseline-error': 0.1265, 'self-trained-error': 0.0975, 'p': 0.25000000000000006, 'mu': 2, 'iter': 281}
{'baseline-error': 0.09, 'self-trained-error': 0.1, 'p': 0.25000000000000006, 'mu': 2, 'iter': 282}
{'baseline-error': 0.124, 'self-trained-error': 0.121, 'p': 0.25000000000000006, 'mu': 2, 'iter': 283}
{'baseline-error': 0.0895, 'self-trained-error': 0.0715, 'p': 0.25000000000000006, 'mu': 2, 'iter': 284}
{'baseline-error': 0.102, 'self-trained-error': 0.0955, 'p': 0.25000000000000006, 'mu': 2, 'iter': 285}
{'baseline-error': 0.0875, 'self-trained-error': 0.084, 'p': 0.25000000000000006, 'mu': 2, 'iter': 286}
{'baseline-error': 0.08, 'self-trained-error': 0.082, 'p': 0.25000000000000006, 'mu': 2, 'iter': 287}
{'baseline-error': 0.094, 'self-trained-error': 0.08, 'p': 0.25000000000000006, 'mu': 2, 'iter': 288}
{'baseline-error': 0.082, 'self-trained-error': 0.085, 'p': 0.25000000000000006, 'mu': 2, 'iter': 289}
{'baseline-error': 0.09, 'self-trained-error': 0.0835, 'p': 0.25000000000000006, 'mu': 2, 'iter': 290}
{'baseline-error': 0.094, 'self-trained-error': 0.0745, 'p': 0.25000000000000006, 'mu': 2, 'iter': 291}
{'baseline-error': 0.097, 'self-trained-error': 0.0835, 'p': 0.25000000000000006, 'mu': 2, 'iter': 292}
{'baseline-error': 0.1, 'self-trained-error': 0.0895, 'p': 0.25000000000000006, 'mu': 2, 'iter': 293}
{'baseline-error': 0.0895, 'self-trained-error': 0.095, 'p': 0.25000000000000006, 'mu': 2, 'iter': 294}
{'baseline-error': 0.111, 'self-trained-error': 0.103, 'p': 0.25000000000000006, 'mu': 2, 'iter': 295}
{'baseline-error': 0.0985, 'self-trained-error': 0.0925, 'p': 0.25000000000000006, 'mu': 2, 'iter': 296}
{'baseline-error': 0.0835, 'self-trained-error': 0.0735, 'p': 0.25000000000000006, 'mu': 2, 'iter': 297}
{'baseline-error': 0.1085, 'self-trained-error': 0.1055, 'p': 0.25000000000000006, 'mu': 2, 'iter': 298}
{'baseline-error': 0.128, 'self-trained-error': 0.128, 'p': 0.25000000000000006, 'mu': 2, 'iter': 299}
